21525,"dsadasf",1
2147483647,"Pizda",0
0,"00",1
1,"11",1
2,"22",1
3,"33",1
4,"44",1
5,"55",1
6,"66",1
7,"77",1
8,"88",1
9,"99",1
10,"1010",1
11,"1111",1
12,"1212",1
13,"1313",1
14,"1414",1
15,"1515",1
16,"1616",1
17,"1717",1
18,"1818",1
19,"1919",1
20,"2020",1
21,"2121",1
22,"2222",1
23,"2323",1
24,"2424",1
25,"2525",1
26,"2626",1
27,"2727",1
28,"2828",1
29,"2929",1
30,"3030",1
31,"3131",1
32,"3232",1
33,"3333",1
34,"3434",1
35,"3535",1
36,"3636",1
37,"3737",1
38,"3838",1
39,"3939",1
40,"4040",1
41,"4141",1
42,"4242",1
43,"4343",1
44,"4444",1
45,"4545",1
46,"4646",1
47,"4747",1
48,"4848",1
49,"4949",1
50,"5050",1
51,"5151",1
52,"5252",1
53,"5353",1
54,"5454",1
55,"5555",1
56,"5656",1
57,"5757",1
58,"5858",1
59,"5959",1
60,"6060",1
61,"6161",1
62,"6262",1
63,"6363",1
64,"6464",1
65,"6565",1
66,"6666",1
67,"6767",1
68,"6868",1
69,"6969",1
70,"7070",1
71,"7171",1
72,"7272",1
73,"7373",1
74,"7474",1
75,"7575",1
76,"7676",1
77,"7777",1
78,"7878",1
79,"7979",1
80,"8080",1
81,"8181",1
82,"8282",1
83,"8383",1
84,"8484",1
85,"8585",1
86,"8686",1
87,"8787",1
88,"8888",1
89,"8989",1
90,"9090",1
91,"9191",1
92,"9292",1
93,"9393",1
94,"9494",1
95,"9595",1
96,"9696",1
97,"9797",1
98,"9898",1
99,"9999",1
100,"100100",1
101,"101101",1
102,"102102",1
103,"103103",1
104,"104104",1
105,"105105",1
106,"106106",1
107,"107107",1
108,"108108",1
109,"109109",1
110,"110110",1
111,"111111",1
112,"112112",1
113,"113113",1
114,"114114",1
115,"115115",1
116,"116116",1
117,"117117",1
118,"118118",1
119,"119119",1
120,"120120",1
121,"121121",1
122,"122122",1
123,"123123",1
124,"124124",1
125,"125125",1
126,"126126",1
127,"127127",1
128,"128128",1
129,"129129",1
130,"130130",1
131,"131131",1
132,"132132",1
133,"133133",1
134,"134134",1
135,"135135",1
136,"136136",1
137,"137137",1
138,"138138",1
139,"139139",1
140,"140140",1
141,"141141",1
142,"142142",1
143,"143143",1
144,"144144",1
145,"145145",1
146,"146146",1
147,"147147",1
148,"148148",1
149,"149149",1
150,"150150",1
151,"151151",1
152,"152152",1
153,"153153",1
154,"154154",1
155,"155155",1
156,"156156",1
157,"157157",1
158,"158158",1
159,"159159",1
160,"160160",1
161,"161161",1
162,"162162",1
163,"163163",1
164,"164164",1
165,"165165",1
166,"166166",1
167,"167167",1
168,"168168",1
169,"169169",1
170,"170170",1
171,"171171",1
172,"172172",1
173,"173173",1
174,"174174",1
175,"175175",1
176,"176176",1
177,"177177",1
178,"178178",1
179,"179179",1
180,"180180",1
181,"181181",1
182,"182182",1
183,"183183",1
184,"184184",1
185,"185185",1
186,"186186",1
187,"187187",1
188,"188188",1
189,"189189",1
190,"190190",1
191,"191191",1
192,"192192",1
193,"193193",1
194,"194194",1
195,"195195",1
196,"196196",1
197,"197197",1
198,"198198",1
199,"199199",1
200,"200200",1
201,"201201",1
202,"202202",1
203,"203203",1
204,"204204",1
205,"205205",1
206,"206206",1
207,"207207",1
208,"208208",1
209,"209209",1
210,"210210",1
211,"211211",1
212,"212212",1
213,"213213",1
214,"214214",1
215,"215215",1
216,"216216",1
217,"217217",1
218,"218218",1
219,"219219",1
220,"220220",1
221,"221221",1
222,"222222",1
223,"223223",1
224,"224224",1
225,"225225",1
226,"226226",1
227,"227227",1
228,"228228",1
229,"229229",1
230,"230230",1
231,"231231",1
232,"232232",1
233,"233233",1
234,"234234",1
235,"235235",1
236,"236236",1
237,"237237",1
238,"238238",1
239,"239239",1
240,"240240",1
241,"241241",1
242,"242242",1
243,"243243",1
244,"244244",1
245,"245245",1
246,"246246",1
247,"247247",1
248,"248248",1
249,"249249",1
250,"250250",1
251,"251251",1
252,"252252",1
253,"253253",1
254,"254254",1
255,"255255",1
256,"256256",1
257,"257257",1
258,"258258",1
259,"259259",1
260,"260260",1
261,"261261",1
262,"262262",1
263,"263263",1
264,"264264",1
265,"265265",1
266,"266266",1
267,"267267",1
268,"268268",1
269,"269269",1
270,"270270",1
271,"271271",1
272,"272272",1
273,"273273",1
274,"274274",1
275,"275275",1
276,"276276",1
277,"277277",1
278,"278278",1
279,"279279",1
280,"280280",1
281,"281281",1
282,"282282",1
283,"283283",1
284,"284284",1
285,"285285",1
286,"286286",1
287,"287287",1
288,"288288",1
289,"289289",1
290,"290290",1
291,"291291",1
292,"292292",1
293,"293293",1
294,"294294",1
295,"295295",1
296,"296296",1
297,"297297",1
298,"298298",1
299,"299299",1
300,"300300",1
301,"301301",1
302,"302302",1
303,"303303",1
304,"304304",1
305,"305305",1
306,"306306",1
307,"307307",1
308,"308308",1
309,"309309",1
310,"310310",1
311,"311311",1
312,"312312",1
313,"313313",1
314,"314314",1
315,"315315",1
316,"316316",1
317,"317317",1
318,"318318",1
319,"319319",1
320,"320320",1
321,"321321",1
322,"322322",1
323,"323323",1
324,"324324",1
325,"325325",1
326,"326326",1
327,"327327",1
328,"328328",1
329,"329329",1
330,"330330",1
331,"331331",1
332,"332332",1
333,"333333",1
334,"334334",1
335,"335335",1
336,"336336",1
337,"337337",1
338,"338338",1
339,"339339",1
340,"340340",1
341,"341341",1
342,"342342",1
343,"343343",1
344,"344344",1
345,"345345",1
346,"346346",1
347,"347347",1
348,"348348",1
349,"349349",1
350,"350350",1
351,"351351",1
352,"352352",1
353,"353353",1
354,"354354",1
355,"355355",1
356,"356356",1
357,"357357",1
358,"358358",1
359,"359359",1
360,"360360",1
361,"361361",1
362,"362362",1
363,"363363",1
364,"364364",1
365,"365365",1
366,"366366",1
367,"367367",1
368,"368368",1
369,"369369",1
370,"370370",1
371,"371371",1
372,"372372",1
373,"373373",1
374,"374374",1
375,"375375",1
376,"376376",1
377,"377377",1
378,"378378",1
379,"379379",1
380,"380380",1
381,"381381",1
382,"382382",1
383,"383383",1
384,"384384",1
385,"385385",1
386,"386386",1
387,"387387",1
388,"388388",1
389,"389389",1
390,"390390",1
391,"391391",1
392,"392392",1
393,"393393",1
394,"394394",1
395,"395395",1
396,"396396",1
397,"397397",1
398,"398398",1
399,"399399",1
400,"400400",1
401,"401401",1
402,"402402",1
403,"403403",1
404,"404404",1
405,"405405",1
406,"406406",1
407,"407407",1
408,"408408",1
409,"409409",1
410,"410410",1
411,"411411",1
412,"412412",1
413,"413413",1
414,"414414",1
415,"415415",1
416,"416416",1
417,"417417",1
418,"418418",1
419,"419419",1
420,"420420",1
421,"421421",1
422,"422422",1
423,"423423",1
424,"424424",1
425,"425425",1
426,"426426",1
427,"427427",1
428,"428428",1
429,"429429",1
430,"430430",1
431,"431431",1
432,"432432",1
433,"433433",1
434,"434434",1
435,"435435",1
436,"436436",1
437,"437437",1
438,"438438",1
439,"439439",1
440,"440440",1
441,"441441",1
442,"442442",1
443,"443443",1
444,"444444",1
445,"445445",1
446,"446446",1
447,"447447",1
448,"448448",1
449,"449449",1
450,"450450",1
451,"451451",1
